Komentar_Asli,Komentar_Labeling,Komentar_Bersih,Sentimen,Confidence_Score,Panjang_Karakter,Jumlah_Kata
"Saya user a57 ram 12/256 kameranya bagus untuk kelas midrange videonya cukup stabil,peforma aman untuk tugas normal harian tp klo di buat multitask yg butuh speed tinggi kadang agak ngelag/ panas.semoga dapat update software buat bug fix.","Saya user a57 ram 12/256 kameranya bagus untuk kelas midrange videonya cukup stabil,peforma aman untuk tugas normal harian tp klo di buat multitask yg butuh speed tinggi kadang agak ngelag/ panas.semoga dapat update software buat bug fix.",user a57 ram 12 256 kamera bagus kelas midrange video cukup stabil forma aman tugas normal hari klo buat multitask butuh speed tinggi kadang agak ngelag panas moga dapat update software buat bug fix,Positif,96.8,238,37
"Nonton video ini pake hp A54, masih sangat bersyukur karna hp yg kupegang saat ini banyak orang yg ingin memegangnya juga...","Nonton video ini pake hp A54, masih sangat bersyukur karna hp yg kupegang saat ini banyak orang yg ingin memegangnya juga...",nonton video pake handphone a54 masih sangat syukur karna handphone pegang saat banyak orang ingin pegang juga,Positif,97.63,124,21
pengguna user samsung a735G sering bermasalah di signal suka ilang padahal pake telkom 😮 + battrey lebih boros + charger lama syekali 😢,pengguna user samsung a735G sering bermasalah di signal suka ilang padahal pake telkom 😮 + battrey lebih boros + charger lama syekali 😢,guna user samsung a735g sering masalah signal suka ilang padahal pake telkom battrey lebih boros charger lama syekali,Negatif,99.78,135,23
Klo nyari kenceng jelas mending poco f7 atau iqoo neo 10,Klo nyari kenceng jelas mending poco f7 atau iqoo neo 10,klo nyari kenceng jelas mending poco f7 iqoo neo 10,Negatif,71.93,56,11
Gile betul ya... Harganya hampir menyamai S25 FE 😅,Gile betul ya... Harganya hampir menyamai S25 FE 😅,gile betul harga hampir sama s25 fe,Positif,84.45,50,9
Di sayangkan sekali seri A Midrange Samsung blm ada 4 k 60 pfsnya😢,Di sayangkan sekali seri A Midrange Samsung blm ada 4 k 60 pfsnya😢,sayang sekali seri midrange samsung blm 60 pfsnya,Negatif,99.79,66,13
sama aj desain ny mkany ga semangat semua gitu2 aj modelnya😂,sama aj desain ny mkany ga semangat semua gitu2 aj modelnya😂,sama aj desain ny mkany tidak semangat semua gitu2 aj model,Negatif,99.83,60,11
"Kompakin dikit aj pst mantap, cukup 6,4 gtu","Kompakin dikit aj pst mantap, cukup 6,4 gtu",kompakin dikit aj pst mantap cukup gtu,Positif,95.5,43,8
"Pakai samsung itu rasa puas dan bangga ada. Klo pke hp china, rasa bangga memiliki itu minim.","Pakai samsung itu rasa puas dan bangga ada. Klo pke hp china, rasa bangga memiliki itu minim.",pakai samsung rasa puas bangga klo pke handphone china rasa bangga milik minim,Negatif,71.47,93,17
"Bang mening Samsung a26 atau Vivo v50 litte 5G , bingung kamera depannya mening mana","Bang mening Samsung a26 atau Vivo v50 litte 5G , bingung kamera depannya mening mana",ning samsung a26 vivo v50 litte 5g bingung kamera depan ning mana,Negatif,94.94,84,15
"Yang lubang 2 kecil bawah itu mic bang kayaknya , coba aja tutup solatip terus coba VN bang bisa atau ngga","Yang lubang 2 kecil bawah itu mic bang kayaknya , coba aja tutup solatip terus coba VN bang bisa atau ngga",lubang kecil bawah mic kayak coba tutup solatip terus coba vn ngga,Negatif,85.35,106,21
"tapi aku pinjem punya temenku yg pake a57 mantep bener sampe awalnya aku kira seri S, mulus bgt refresh rate nya","tapi aku pinjem punya temenku yg pake a57 mantep bener sampe awalnya aku kira seri S, mulus bgt refresh rate nya",aku pinjem punya temenku pake a57 mantep bener sampe awal aku kira seri mulus banget refresh rate,Positif,98.65,112,21
Nonton ini pake hp samsung a50s wkwkwk,Nonton ini pake hp samsung a50s wkwkwk,nonton pake handphone samsung a50s wkwkwk,Netral,84.69,38,7
coba bikin Samsung A57 VS oppo reno 15 5g bang🙏,coba bikin Samsung A57 VS oppo reno 15 5g bang🙏,coba bikin samsung a57 vs oppo reno 15 5g,Netral,77.01,47,10
"Bayangin A55, A56, A57 😂","Bayangin A55, A56, A57 😂",bayangin a55 a56 a57,Negatif,66.6,24,5
Lebih baik beli a57 atau s25fe,Lebih baik beli a57 atau s25fe,lebih baik beli a57 s25fe,Negatif,67.02,30,6
samsung produk gak jelas...,samsung produk gak jelas...,samsung produk tidak jelas,Negatif,99.9,27,4
"Masih makai galaxy a8 star sampai sekarang😢. Tiap type a5 baru yang lewat, selalu berharap ""kalau udah turun harga nanti mudah2an duitnya ada"", tapi belum kebeli juga sampai sekarang😅

Ini tipis banget, juga lebih ringan dikit dari a8 star ❤","Masih makai galaxy a8 star sampai sekarang😢. Tiap type a5 baru yang lewat, selalu berharap ""kalau udah turun harga nanti mudah2an duitnya ada"", tapi belum kebeli juga sampai sekarang😅 Ini tipis banget, juga lebih ringan dikit dari a8 star ❤",masih maka galaxy a8 star sampai sekarang tiap type a5 baru lewat selalu harap turun harga nanti mudah2an duit belum kebel juga sampai sekarang tipis banget juga lebih ringan dikit a8 star,Negatif,95.86,241,40
Itu monster biru gambar apa si? Mau donlot buat wallpaper. Lucu,Itu monster biru gambar apa si? Mau donlot buat wallpaper. Lucu,monster biru gambar apa si mau donlot buat wallpaper lucu,Negatif,58.58,63,11
Apa aku aj yg sampai sekarang pakek samsung a21,Apa aku aj yg sampai sekarang pakek samsung a21,apa aku aj sampai sekarang pakek samsung a21,Negatif,98.75,47,9
11:59 la piro😂,11:59 la piro😂,11 59 la piro,Negatif,59.29,14,3
"Mau beli SAMSUNG A57 
TAPI MIKIR2 BATRE NYA CUMA 5000 mAh
Mending SAMSUNG apa MOTOROLA g67 POWER ya
Motorola batre nya 7000 mah",Mau beli SAMSUNG A57 TAPI MIKIR2 BATRE NYA CUMA 5000 mAh Mending SAMSUNG apa MOTOROLA g67 POWER ya Motorola batre nya 7000 mah,mau beli samsung a57 mikir2 batre cuma 5000 mah mending samsung apa motorola g67 power motorola batre 7000 mah,Negatif,80.61,127,23
Kalo updatenya tipis² mending A55 lah Ada microSDnya,Kalo updatenya tipis² mending A55 lah Ada microSDnya,updatenya tipis mending a55 lah microsdnya,Negatif,79.25,52,8
Bang recomendasi hp lama yg masih worth it dong,Bang recomendasi hp lama yg masih worth it dong,recomendasi handphone lama masih bagus dong,Positif,92.68,47,9
"Skrng pake samsung a71, mau upgrade samsung lagi trauma krna greenline mana dulu ganti lcd mahal😢","Skrng pake samsung a71, mau upgrade samsung lagi trauma krna greenline mana dulu ganti lcd mahal😢",skrng pake samsung a71 mau upgrade samsung lagi trauma krna greenline mana dulu ganti lcd mahal,Negatif,99.38,97,16
Nonton ini pakai a57 menurut ku oke aja sih ya walau ga ada peningkatan signifikan dari seri sebelum nya .,Nonton ini pakai a57 menurut ku oke aja sih ya walau ga ada peningkatan signifikan dari seri sebelum nya .,nonton pakai a57 turut ku oke sih walau tidak tingkat signifikan seri belum,Positif,93.4,106,20
baru seminggu beli a57 udah dapet kendala baterai tiba2 drop 0% dan tidak bs di charge. ketika di charge hanya keluar logo petir saja 😢,baru seminggu beli a57 udah dapet kendala baterai tiba2 drop 0% dan tidak bs di charge. ketika di charge hanya keluar logo petir saja 😢,baru minggu beli a57 dapet kendala baterai tiba2 drop tidak bs charge ketika charge hanya keluar logo petir,Negatif,99.67,135,25
Awal nya henat battery tapi UI update terus kok makin boros cepet abis padahal hp ga ada game,Awal nya henat battery tapi UI update terus kok makin boros cepet abis padahal hp ga ada game,awal henat battery ui update terus kok makin boros cepet abis padahal handphone tidak game,Negatif,99.18,93,18
Bang samsung yang murah apa,Bang samsung yang murah apa,samsung murah apa,Negatif,90.94,27,5
Kalo resolusi hp ini 1.5k lgsg tak beli😊,Kalo resolusi hp ini 1.5k lgsg tak beli😊,resolusi handphone 5k lgsg tak beli,Negatif,97.6,40,8
"saya udah pakai Samsung A24 hampir 4 tahun ,itu hp serius bagus banget tahan banting juga ,Samsung emang the bets🎉","saya udah pakai Samsung A24 hampir 4 tahun ,itu hp serius bagus banget tahan banting juga ,Samsung emang the bets🎉",pakai samsung a24 hampir tahun handphone serius bagus banget tahan banting juga samsung emang the bets,Positif,99.87,114,20
Baru beli A57 12/256 dapet harga 5.8 🥳🥳,Baru beli A57 12/256 dapet harga 5.8 🥳🥳,baru beli a57 12 256 dapet harga,Netral,46.09,39,8
Bang David bilang samsung yg dulu. Dulu yg bagus seri a5 brp bang ?,Bang David bilang samsung yg dulu. Dulu yg bagus seri a5 brp bang ?,david bilang samsung dulu dulu bagus seri a5 brp,Negatif,80.26,67,14
"apakah A77  sudah keluar di pasaran,,  bisakah rivew dan bandingkan dengan A57","apakah A77 sudah keluar di pasaran,, bisakah rivew dan bandingkan dengan A57",apakah a77 keluar pasar bisa rivew banding a57,Netral,93.04,78,12
"masih setia di samsung A34 5g yang keluar di tahun 2023, dan updatenya akan habis tahun depan yaitu di 2027, enak bet pake samsung update nya panjaaang","masih setia di samsung A34 5g yang keluar di tahun 2023, dan updatenya akan habis tahun depan yaitu di 2027, enak bet pake samsung update nya panjaaang",masih setia samsung a34 5g keluar tahun 2023 updatenya akan habis tahun depan yaitu 2027 enak bet pake samsung update panjaaang,Positif,99.77,151,27
Ini tp samsung s25 fe itu harganya gak 8jutaan lg yak,Ini tp samsung s25 fe itu harganya gak 8jutaan lg yak,samsung s25 fe harga tidak 8jutaan lg yak,Negatif,76.89,53,11
"Motorola, iqoo bgmn ko ?","Motorola, iqoo bgmn ko ?",motorola iqoo bgmn ko,Netral,63.55,24,5
apalah dayaku masii make yang a54😢,apalah dayaku masii make yang a54😢,apa daya masii make a54,Negatif,98.33,34,6
"Masih bingung beli yang mana antara 
Edge 60 fusion
A57
Camon 50 pro 
Buat konten mancing",Masih bingung beli yang mana antara Edge 60 fusion A57 Camon 50 pro Buat konten mancing,masih bingung beli mana antara edge 60 fusion a57 camon 50 pro buat konten mancing,Netral,91.24,89,16
"padah teknologi layar punya, pabrik senidri malah batre apalagi, tapi pas ngeluarin produk kgk di pake semua itu keunggulan harga murah karna punya pabrik sendiri, kayak terlalu ngandelin merk sama aftersales kaya honda di motor jatohnya 
spek tenggelem harga tinggi","padah teknologi layar punya, pabrik senidri malah batre apalagi, tapi pas ngeluarin produk kgk di pake semua itu keunggulan harga murah karna punya pabrik sendiri, kayak terlalu ngandelin merk sama aftersales kaya honda di motor jatohnya spek tenggelem harga tinggi",padah teknologi layar punya pabrik senidri malah batre apalagi pas ngeluarin produk kgk pake semua unggul harga murah karna punya pabrik sendiri kayak terlalu ngandelin merk sama aftersales kaya honda motor jatohnya spesifikasi tenggelem harga tinggi,Negatif,94.52,266,40
"Kebanyakan yang komen ga lihat review nya bang david, tapi muja muja hp nya wkwkwkwwk, padahal udah dibilang ga ada inovasi","Kebanyakan yang komen ga lihat review nya bang david, tapi muja muja hp nya wkwkwkwwk, padahal udah dibilang ga ada inovasi",banyak komen tidak lihat review david muja muja handphone wkwkwkwwk padahal bilang tidak inovasi,Negatif,99.53,123,21
samsung yang ada lubang headset kabel samsung apa ya?,samsung yang ada lubang headset kabel samsung apa ya?,samsung lubang headset kabel samsung apa,Netral,92.97,53,9
Brpa hrga nya kk,Brpa hrga nya kk,brpa hrga kk,Negatif,93.28,16,4
Samsung itu Green siber di lcd nya selalu menghantui😢,Samsung itu Green siber di lcd nya selalu menghantui😢,samsung green siber lcd selalu hantu,Negatif,97.74,53,9
"Mau beli nih ada vocer jdi 6.5jt 8/256 rekomendasi kan ,?","Mau beli nih ada vocer jdi 6.5jt 8/256 rekomendasi kan ,?",mau beli nih vocer jdi 5jt 256 rekomendasi kan,Netral,88.31,57,11
Bg poco m8 pro🙏,Bg poco m8 pro🙏,bg poco m8 pro,Netral,96.23,15,4
"Hoky banget sih di awal rilis sya dapat A56 di Ram 8/256 dgn harga 5,3jt ❤ udah 1th masih joss gak ada kendala 😊","Hoky banget sih di awal rilis sya dapat A56 di Ram 8/256 dgn harga 5,3jt ❤ udah 1th masih joss gak ada kendala 😊",hoky banget sih awal rilis sya dapat a56 ram 256 dgn harga 3jt 1th masih joss tidak kendala,Positif,99.08,112,24
Berarti saingannya A57 itu samsung flagship FE tahun lalu 😂,Berarti saingannya A57 itu samsung flagship FE tahun lalu 😂,arti saing a57 samsung flagship fe tahun lalu,Netral,89.73,59,10
A51 nyimak,A51 nyimak,a51 nyimak,Netral,68.35,10,2
"Saya pengguna samsung dari jaman J2 sampe sekarang pake samsung A56 buat penggunaan pribadi  sama pake A15 buat kerja, samsung hp yang serba aman sih menurut saya bukan yang paling bagus tapi cukup aman buat di pake apa aja.","Saya pengguna samsung dari jaman J2 sampe sekarang pake samsung A56 buat penggunaan pribadi sama pake A15 buat kerja, samsung hp yang serba aman sih menurut saya bukan yang paling bagus tapi cukup aman buat di pake apa aja.",guna samsung jaman j2 sampe sekarang pake samsung a56 buat guna pribadi sama pake a15 buat kerja samsung handphone serba aman sih turut bukan paling bagus cukup aman buat pake apa,Positif,98.66,224,39
Aku yg masih nonton pake a52...cuma bisa elus dada dulu,Aku yg masih nonton pake a52...cuma bisa elus dada dulu,aku masih nonton pake a52 cuma elus dada dulu,Netral,55.26,55,10
"Ka KLO habis review hp,hpnya dikemanain??😂bt aku aja ka😂","Ka KLO habis review hp,hpnya dikemanain??😂bt aku aja ka😂",ka klo habis review handphone hpnya dikemanain bt aku ka,Negatif,94.85,56,9
samsung a77 lebih bafus,samsung a77 lebih bafus,samsung a77 lebih bafus,Positif,70.47,23,4
"Brand Samsung itu PEMBOHONG ULUNG dan suka NUTUP-NUTUPIN sesuatu dari produknya.
.
Bohong tentang harga, dulu saya dapet A52s harganya 5.6 jt tuh. Padahal harga resminya waktu itu 6.1 jt. Ini saya baru check out Galaxy A57 8/256 diharga 6.086
.
Nutup2in fitur, gak pernah gembar-gembor bisa ini bisa itu, punya ini-punya itu. Pas dipake, lho kok bisa dipake gini, lho ternyata punya fitur ini, eh punya fitur itu juga.","Brand Samsung itu PEMBOHONG ULUNG dan suka NUTUP-NUTUPIN sesuatu dari produknya. . Bohong tentang harga, dulu saya dapet A52s harganya 5.6 jt tuh. Padahal harga resminya waktu itu 6.1 jt. Ini saya baru check out Galaxy A57 8/256 diharga 6.086 . Nutup2in fitur, gak pernah gembar-gembor bisa ini bisa itu, punya ini-punya itu. Pas dipake, lho kok bisa dipake gini, lho ternyata punya fitur ini, eh punya fitur itu juga.",brand samsung bohong ulung suka nutup nutupin sesuatu produk bohong tentang harga dulu dapet a52s harga jt tuh padahal harga resmi waktu jt baru check out galaxy a57 256 harga 086 nutup2in fitur tidak pernah gembar gembor punya punya pas dipake lho kok dipake gin lho nyata punya fitur eh punya fitur juga,Negatif,95.77,418,70
"rekomendasi dong hp 2-3jtaan, dari brand samsung/Infinix/xiaomi, brand lain gapernah pakai jadi kaya kurang tertarik gitu","rekomendasi dong hp 2-3jtaan, dari brand samsung/Infinix/xiaomi, brand lain gapernah pakai jadi kaya kurang tertarik gitu",rekomendasi dong handphone 3jtaan brand samsung infinix xiaomi brand lain gapernah pakai jadi kaya kurang tarik gitu,Negatif,97.97,121,16
Semoga samsung seri A  kedepan nya buat yg compek ya minimal 6.5 inc,Semoga samsung seri A kedepan nya buat yg compek ya minimal 6.5 inc,moga samsung seri depan buat compek minimal inc,Netral,92.17,68,13
A5 2017 terbaik,A5 2017 terbaik,a5 2017 baik,Netral,41.6,15,3
Nunggu A27,Nunggu A27,nunggu a27,Netral,65.52,10,2
Masih nntn video ini pake A51 🥹,Masih nntn video ini pake A51 🥹,masih nntn video pake a51,Netral,86.99,31,7
Pecandu samsung,Pecandu samsung,candu samsung,Negatif,86.92,15,2
Bang wallpaper nya pake apa bagus,Bang wallpaper nya pake apa bagus,wallpaper pake apa bagus,Negatif,78.54,33,6
A57 512gb nanti sampe indonesia gak?,A57 512gb nanti sampe indonesia gak?,a57 512gb nanti sampe indonesia tidak,Netral,59.81,36,6
Nonton sambil pake sepuh s10+ tahun 2019,Nonton sambil pake sepuh s10+ tahun 2019,nonton sambil pake sepuh s10 tahun 2019,Netral,98.67,40,7
masih pake A51 nontonnya 😂,masih pake A51 nontonnya 😂,masih pake a51 nontonnya,Netral,67.48,26,5
Nih HP ga berani di compare sama Motorola Edge 60 pro 😅😅,Nih HP ga berani di compare sama Motorola Edge 60 pro 😅😅,nih handphone tidak berani compare sama motorola edge 60 pro,Negatif,99.83,56,12
"Bg..
Mana Lebih Baik Samsung Galaxy A57 5G Sama Redmi Note 14 5G..
Mohon Penjelasannya Ya Bg..
Soalnya Samsung Galaxy A57 Mahal Kali..",Bg.. Mana Lebih Baik Samsung Galaxy A57 5G Sama Redmi Note 14 5G.. Mohon Penjelasannya Ya Bg.. Soalnya Samsung Galaxy A57 Mahal Kali..,bg mana lebih baik samsung galaxy a57 5g sama redmi note 14 5g mohon jelas bg soal samsung galaxy a57 mahal kali,Negatif,99.21,134,23
Dari A50 sampe A57...paling  ok A55..berbobot spt tankmode elegan modul kamera nya..A57 ringan jadi spt hp kurang solid..apalagi kamera nya jd spt mode hp mainan..,Dari A50 sampe A57...paling ok A55..berbobot spt tankmode elegan modul kamera nya..A57 ringan jadi spt hp kurang solid..apalagi kamera nya jd spt mode hp mainan..,a50 sampe a57 paling ok a55 bobot spt tankmode elegan modul kamera a57 ringan jadi spt handphone kurang solid apalagi kamera jd spt mode handphone main,Positif,97.74,163,25
"nyaman tapi gak di apa apain layar garis tiba😂 masih oke jaman samsung note 5 ke bawah,","nyaman tapi gak di apa apain layar garis tiba😂 masih oke jaman samsung note 5 ke bawah,",nyaman tidak apa apain layar garis tiba masih oke jaman samsung note bawah,Negatif,74.25,87,17
Bang kalo beli hp aman gaksi kalo online?,Bang kalo beli hp aman gaksi kalo online?,beli handphone aman gaksi online,Netral,72.51,41,8
